type,year,country,series,value,id,image,feature,volume
CC,2019,Malta,CC-2019,2.0,CC2019MLT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_mt_Ta_Hagrat.jpg,Unesco World Heritage Site – pre-historic temples of Ta’ Haġrat,320 000 coins
CC,2019,Vatican City,CC-2019,2.0,CC2019VAT-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_vt_sistine.jpg,Sistine Chapel — End of the restoration 1994-2019,91 000 coins
CC,2019,Vatican City,CC-2019,2.0,CC2019VAT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_vc_Vatctyst.jpg,90th anniversary of the foundation of the Vatican City State,91 000 coins
CC,2019,France,CC-2019,2.0,CC2019FRA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_fr_30anniv_fallBerlinwall.jpg,30 years of the fall of the Berlin Wall,10 million coins
CC,2019,France,CC-2019,2.0,CC2019FRA-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_fr_60annivAsterix.jpg,The 60th anniversary of Asterix,310 000 coins
CC,2019,Germany,CC-2019,2.0,CC2019DEU-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_de_30anniv_fallBerlinwall.jpg,The 30th anniversary of the fall of the Berlin wall,30 000 000 coins
CC,2019,Germany,CC-2019,2.0,CC2019DEU-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_de_70anniv_Bundesrat.jpg,The 70th anniversary of the Bundesrat’s founding,30 million coins
CC,2019,Finland,CC-2019,2.0,CC2019FIN-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_fi_constitution_act.jpg,The Constitution Act of Finland,500 000 coins
CC,2019,Luxembourg,CC-2019,2.0,CC2019LUX-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_lu_100anni_uni_suffrage.jpg,The 100th anniversary of the universal suffrage,500 000 coins
CC,2019,Luxembourg,CC-2019,2.0,CC2019LUX-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_100anniv_throneGrDuCharl.jpg,The 100th anniversary of the accession to the throne of Grand Duchess Charlotte,500 000 coins
CC,2019,Latvia,CC-2019,2.0,CC2019LVA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_lv_rising_sun.jpg,The rising sun,307 000 coins
CC,2019,San Marino,CC-2019,2.0,CC2019SMR-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_sm_550anniv_deathLippi.jpg,550th anniversary of the death of Filippo Lippi,60 500 coins
CC,2019,San Marino,CC-2019,2.0,CC2019SMR-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_sm_500annivdeathLeoDV.jpg,500th anniversary of the death of Leonardo da Vinci,60 500 coins
CC,2019,Greece,CC-2019,2.0,CC2019GRC-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_el_150memAndrKalv.jpg,Andreas Kalvos — 150 years in memoriam,750 000 coins
CC,2019,Greece,CC-2019,2.0,CC2019GRC-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_el_centbirthManAndr.jpg,Centenary of the birth of Manolis Andronicos,750 000 coins
CC,2019,Monaco,CC-2019,2.0,CC2019MCO-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_mc_200annivthronePrHonV.jpg,The 200th anniversary of the accession to the throne of Prince Honoré V,15 000 coins
CC,2019,Slovakia,CC-2019,2.0,CC2019SVK-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_sk_100annivdeathMRS.jpg,The 100th anniversary of the death of Milan Rastislav Štefánik,1 million coins
CC,2019,Spain,CC-2019,2.0,CC2019ESP-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_es_Avila.jpg,Unesco’s World Cultural and Natural Heritage Sites — the old town of Avila and its churches outside the walls,1 million coins
CC,2019,Ireland,CC-2019,2.0,CC2019IRL-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_ie_100anniv_Irishparliament.jpg,100 years since the establishment of the Dáil Éireann (Irish Parliament),1 million coins
CC,2019,Italy,CC-2019,2.0,CC2019ITA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_500anniv_Leodavinci.jpg,The 500th anniversary of the death of Leonardo da Vinci,3 million coins
CC,2019,Belgium,CC-2019,2.0,CC2019BEL-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_450anniv_PieterBreugeltheelder.jpg,The 450th anniversary of the death of Pieter Bruegel the Elder,155 000 coins
CC,2019,Belgium,CC-2019,2.0,CC2019BEL-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2019/comm_2019_belgium_25anniv_EMI.jpg,25th anniversary of the European Monetary Institute (EMI),155 000 coins
CC,2020,Luxembourg,CC-2020,2.0,CC2020LUX-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_lu_birth_prince_charles.jpg,The birth of Prince Charles,500 000 coins
CC,2020,Luxembourg,CC-2020,2.0,CC2020LUX-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_lu_200annivbirthPrHenri.jpg,The 200th anniversary of the birth of Prince Henri,500 000 coins
CC,2020,Portugal,CC-2020,2.0,CC2020PRT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_pt_university_coimbra.jpg,730th anniversary of the University of Coimbra,360 000 coins
CC,2020,Portugal,CC-2020,2.0,CC2020PRT-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_pt_75un.jpg,75th anniversary of the United Nations,510 000 coins
CC,2020,Slovakia,CC-2020,2.0,CC2020SVK-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_sk_anniversary_oecd.jpg,20th anniversary of Slovakia’s accession to the Organisation for Economic Co-operation and Development (OECD),1 million coins
CC,2020,Cyprus,CC-2020,2.0,CC2020CYP-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_cy_institute_neurology.jpg,The 30th anniversary of the Cyprus Institute of Neurology and genetics,412 000 coins
CC,2020,Lithuania,CC-2020,2.0,CC2020LTU-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_li_unesco_kalnas.jpg,UNESCO Cultural Heritage - Kryžių Kalnas (the Hill of Crosses),500 000 coins
CC,2020,Lithuania,CC-2020,2.0,CC2020LTU-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_lt_aucksta.jpg,Aukštaitija (from the series Lithuanian Etnographic Regions),500 000 coins
CC,2020,Finland,CC-2020,2.0,CC2020FIN-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_fi_100_linna.jpg,Väinö Linna 100 years,800 000 coins
CC,2020,Finland,CC-2020,2.0,CC2020FIN-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_fi_100turku_univerity.jpg,Universities and society – University of Turku 100 years,800 000 coins
CC,2020,Malta,CC-2020,2.0,CC2020MLT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_mt_children_games.jpg,Children’s games,220 000 coins
CC,2020,Malta,CC-2020,2.0,CC2020MLT-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_mt_skorba.jpg,Unesco World Heritage Site – pre-historic temples of Skorba,170 000 coins
CC,2020,Germany,CC-2020,2.0,CC2020DEU-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_de_50_kniefall_warschau.jpg,The 50th anniversary of Willy Brandt’s Kniefall von Warschau,30 millions coins
CC,2020,Germany,CC-2020,2.0,CC2020DEU-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_de_brandenburg.jpg,Brandenburg (the Bundesländer series),30 000 000 coins
CC,2020,France,CC-2020,2.0,CC2020FRA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_fr_medical_research.jpg,Medical Research,300 000 coins
CC,2020,France,CC-2020,2.0,CC2020FRA-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_fr_charles_de_gaulle.jpg,Charles de Gaulle,18 061 940 coins
CC,2020,Vatican City,CC-2020,2.0,CC2020VAT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_vc_500raphael_sanzio.jpg,500th Anniversary of the death of Raphael Sanzio,101 000 coins
CC,2020,Vatican City,CC-2020,2.0,CC2020VAT-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_sm_popejpii.jpg,100th Anniversary of the Birth of Pope John Paul II,101 000 coins
CC,2020,San Marino,CC-2020,2.0,CC2020SMR-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_sm_250giambattista_tiepolo.jpg,250th anniversary of the death of Giambattista Tiepolo,54 000 coins
CC,2020,San Marino,CC-2020,2.0,CC2020SMR-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_sm_raphael.jpg,500th anniversary of the death of Raphael,54 000 coins
CC,2020,Andorra,CC-2020,2.0,CC2020AND-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_ad_50female_suffrage.jpg,50 years of Universal Female Suffrage,60 000 coins
CC,2020,Andorra,CC-2020,2.0,CC2020AND-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_ad_27ibamsum.jpg,The 27th Ibero-American Summit in Andorra,73 500 coins
CC,2020,Slovenia,CC-2020,2.0,CC2020SVN-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_sl_birth_bohoric.jpg,The 500th anniversary of the birth of Adam Bohorič,1 000 000 coins
CC,2020,Latvia,CC-2020,2.0,CC2020LVA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_lv_latgalian_ceramics.jpg,Latgalian ceramics,412 000 coins
CC,2020,Monaco,CC-2020,2.0,CC2020MCO-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_mc_300princehonoreiii.jpg,The 300th anniversary of the birth of Prince Honoré III,15 000 coins
CC,2020,Italy,CC-2020,2.0,CC2020ITA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_it_150mariamontessori.jpg,150th anniversary of the birth of Maria Montessori,3 000 000 coins
CC,2020,Italy,CC-2020,2.0,CC2020ITA-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_it_80annivFoundNatFiredept.jpg,The 80th Anniversary of Foundation of ‘Corpo Nazionale dei Vigili del Fuoco’ (National Fire Department),3 000 000 coins
CC,2020,Greece,CC-2020,2.0,CC2020GRC-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_gr_union_thrace.jpg,100 years since the union of Thrace with Greece,750 000 coins
CC,2020,Greece,CC-2020,2.0,CC2020GRC-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_gr_battle_thermopylae.jpg,2 500 years since the Battle of Thermopylae,750 000 coins
CC,2020,Belgium,CC-2020,2.0,CC2020BEL-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_be_janvaneyck.jpg,Jan van Eyck,155 000 coins
CC,2020,Belgium,CC-2020,2.0,CC2020BEL-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_be_iyph.jpg,International Year of Plant Health 2020 (IYPH 2020),755 000 coins
CC,2020,Estonia,CC-2020,2.0,CC2020EST-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_et_bicdiscAnt.jpg,The bicentenary of the discovery of Antarctica,750 000 coins
CC,2020,Estonia,CC-2020,2.0,CC2020EST-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_et_centTartuPeaceTreaty.jpg,The centenary of the Tartu Peace Treaty,1 000 000 coins
CC,2020,Spain,CC-2020,2.0,CC2020ESP-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2020/comm_2020_es_unesco_aragon.jpg,UNESCO’s World Cultural and Natural Heritage Sites – Aragón and the Aragonese Mudejar architecture,4 000 000 coins
CC,2021,Andorra,CC-2021,2.0,CC2021AND-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/2021_comm_Andorra1-elderly_540x540.jpg,Taking care of our seniors,70 000 coins
CC,2021,Andorra,CC-2021,2.0,CC2021AND-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/2021_comm_Andorra1-ladymeritchell_540x540.jpg,Our Lady of Meritxell,73 750 coins
CC,2021,Slovakia,CC-2021,2.0,CC2021SVK-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_sk_november.jpg,The 100th anniversary of the birth of Alexander Dubček,1 000 000 coins
CC,2021,Finland,CC-2021,2.0,CC2021FIN-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_fl_autumn.jpg,The 100-year autonomy of Åland,800 000 coins
CC,2021,Finland,CC-2021,2.0,CC2021FIN-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_fi_finnish_democracy.jpg,Journalism and Open Communication Supporting the Finnish Democracy,800 000 coins
CC,2021,Belgium,CC-2021,2.0,CC2021BEL-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_be_autumn.jpg,The 500th anniversary of the appearance of the ordinance of the second period of coin issuance during the reign of Charles V,155 000 coins
CC,2021,Belgium,CC-2021,2.0,CC2021BEL-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/2021_comm_BelgiumLuxembourg-union_540x540.jpg,The 100th anniversary of the constitution of the Belgium-Luxembourg Economic Union (BLEU),155 000 coins
CC,2021,Estonia,CC-2021,2.0,CC2021EST-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_estonia-wolf.jpg,The Estonian national animal – the wolf,1 000 000 coins
CC,2021,Estonia,CC-2021,2.0,CC2021EST-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_ee_september.jpg,Finno-Ugric peoples,1 000 000 coins
CC,2021,Malta,CC-2021,2.0,CC2021MLT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_mt_tarxien_temples_1.jpg,Maltese prehistoric temples of Tarxien (of the series UNESCO World Heritage Site),181 000 coins
CC,2021,Malta,CC-2021,2.0,CC2021MLT-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_mt_june.jpg,Heroes of the pandemic,72 500 coins
CC,2021,Vatican City,CC-2021,2.0,CC2021VAT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/2021_comm1_Vatican-dante_540x540.jpg,The 700th anniversary of the death of Dante Alighieri,86 000 coins
CC,2021,Vatican City,CC-2021,2.0,CC2021VAT-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_va_june.jpg,The 450th anniversary of the birth of Caravaggio,86 000 coins
CC,2021,Slovenia,CC-2021,2.0,CC2021SVN-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/SL_Oct21.jpg,"The 200th anniversary of the establishment of Provincial Museum for Carniola, the first museum in Slovenia",1 000 000 coins
CC,2021,France,CC-2021,2.0,CC2021FRA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/2021_comm_France1-olympics%20540x540.jpg,Olympic Games Paris 2024,510 000 coins
CC,2021,France,CC-2021,2.0,CC2021FRA-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_fr_unicef.jpg,UNICEF,7 500 000 coins
CC,2021,San Marino,CC-2021,2.0,CC2021SMR-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/2021_comm_san-marino1-duerer_540x540.jpg,The 550th anniversary of the birth of Albrecht Dürer,54 000 coins
CC,2021,San Marino,CC-2021,2.0,CC2021SMR-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_sm_march.jpg,The 450th anniversary of the birth of Caravaggio,54 000 coins
CC,2021,Monaco,CC-2021,2.0,CC2021MCO-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/2021_comm_Monaco1-mariageprincier_540x540.jpg,10th anniversary of the marriage of Prince Albert II and Princess Charlene,15 000 coins
CC,2021,Lithuania,CC-2021,2.0,CC2021LTU-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_lt_3q.jpg,Dzūkija (from the series ‘Lithuanian Ethnographic Regions’),500 000 coins
CC,2021,Lithuania,CC-2021,2.0,CC2021LTU-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_lt_unesco_zuvintas.jpg,UNESCO’s Man and the Biosphere Programme - Žuvintas Biosphere Reserve,500 000 coins
CC,2021,Portugal,CC-2021,2.0,CC2021PRT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_pt_olympics.jpg,Portugal’s participation in the 2020 Tokyo Olympics,500 000 coins
CC,2021,Portugal,CC-2021,2.0,CC2021PRT-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/PT%202021%20EU%20presidency.jpg,Portuguese Presidency of the Council of the European Union,510 000 coins
CC,2021,Greece,CC-2021,2.0,CC2021GRC-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_gr_200_greek_revolution.jpg,200 years since the Greek Revolution,1 500 000 coins
CC,2021,Latvia,CC-2021,2.0,CC2021LVA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_lv_100_anniversary_iure.jpg,The 100th anniversary of Latvia’s international recognition de iure,412 000 coins
CC,2021,Spain,CC-2021,2.0,CC2021ESP-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_es_unesco_toledo.jpg,UNESCO - Toledo,4 000 000 coins
CC,2021,Luxembourg,CC-2021,2.0,CC2021LUX-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_lu_mariage_duke_henry.jpg,The 40th anniversary of the marriage of Grand Duke Henri,500 000 coins
CC,2021,Luxembourg,CC-2021,2.0,CC2021LUX-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_lu_grand_duc_anniversary.jpg,The 100th anniversary of the Grand Duke Jean,500 000 coins
CC,2021,Germany,CC-2021,2.0,CC2021DEU-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/DE%202021%20Sachsen-Anhalt.jpg,Bundesländer series – Saxony-Anhalt,30 000 000 coins
CC,2021,Italy,CC-2021,2.0,CC2021ITA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_it_150_rome_capital.jpg,150th Anniversary of the institution of Rome Capital of Italy,3 000 000 coins
CC,2021,Italy,CC-2021,2.0,CC2021ITA-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2021/comm_2021_it_grazie.jpg,Healthcare professionals,3 000 000 coins
CC,2022,Andorra,CC-2022,2.0,CC2022AND-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0400-23r.jpg,The legend of Charlemagne,70 000 coins
CC,2022,Andorra,CC-2022,2.0,CC2022AND-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0398-23r.jpg,10 years of the entry into force of the Monetary Agreement between Andorra and the European Union,70 000 coins
CC,2022,Lithuania,CC-2022,2.0,CC2022LTU-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0431-23r.jpg,Lithuanian Ethnographic Regions - Suvalkija,500 000 coins
CC,2022,Lithuania,CC-2022,2.0,CC2022LTU-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0429-23r.jpg,100 years of basketball in Lithuania,750 000 coins
CC,2022,Estonia,CC-2022,2.0,CC2022EST-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0424-23r.jpg,Ukraine and Freedom,2 000 000 coins
CC,2022,Estonia,CC-2022,2.0,CC2022EST-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0423-23r.jpg,The 150th anniversary of the founding of the Society of Estonian Literati,1 000 000 coins
CC,2022,Finland,CC-2022,2.0,CC2022FIN-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0457-23r.jpg,Climate research in Finland,400 000 coins
CC,2022,Finland,CC-2022,2.0,CC2022FIN-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0454-23r.jpg,100 years of Finland's National Ballet,400 000 coins
CC,2022,Malta,CC-2022,2.0,CC2022MLT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0410-23r.jpg,UNESCO,192 000 coins
CC,2022,San Marino,CC-2022,2.0,CC2022SMR-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0451-23r.jpg,530th anniversary of the disappearance of Piero della Francesca,55 000 coins
CC,2022,San Marino,CC-2022,2.0,CC2022SMR-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0453-23r.jpg,Bicentenary of the death of Antonio Canova,55 000 coins
CC,2022,Slovakia,CC-2022,2.0,CC2022SVK-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0441-23r.jpg,The 300th anniversary of the construction of continental Europe’s first atmospheric steam engine for draining mines,1 000 000 coins
CC,2022,Monaco,CC-2022,2.0,CC2022MCO-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/IMG_0014.jpg,100th anniversary of the death of Prince Albert I,15 000 coins
CC,2022,France,CC-2022,2.0,CC2022FRA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0402-23r.jpg,Olympic Games 2024,260 000 coins
CC,2022,France,CC-2022,2.0,CC2022FRA-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/FR-chirac.jpg,The 90th anniversary of President Jacques Chirac’s birth,9 000 000 coins
CC,2022,Vatican City,CC-2022,2.0,CC2022VAT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0407-23r.jpg,The 25th anniversary of the death of Mother Teresa of Calcutta,84 000 coins
CC,2022,Vatican City,CC-2022,2.0,CC2022VAT-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0408-23r.jpg,The 125th anniversary of the birth of Pope Paul VI,84 000 coins
CC,2022,Greece,CC-2022,2.0,CC2022GRC-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0445-23r.jpg,200 years from the first Greek Constitution,750 000 coins
CC,2022,Austria,CC-2022-ERA,2.0,CC2022AUT-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Austria1.jpg,35 years of the Erasmus programme,
CC,2022,Belgium,CC-2022-ERA,2.0,CC2022BEL-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Belgium1.jpg,35 years of the Erasmus programme,
CC,2022,Cyprus,CC-2022-ERA,2.0,CC2022CYP-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Cyprus1.jpg,35 years of the Erasmus programme,
CC,2022,Germany,CC-2022-ERA,2.0,CC2022DEU-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/2022_comm_EU1-erasmus%20540x540.jpg,35 years of the Erasmus programme,
CC,2022,Estonia,CC-2022-ERA,2.0,CC2022EST-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Estonia1.jpg,35 years of the Erasmus programme,
CC,2022,Finland,CC-2022-ERA,2.0,CC2022FIN-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Finland.jpg,35 years of the Erasmus programme,
CC,2022,France,CC-2022-ERA,2.0,CC2022FRA-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/France.jpg,35 years of the Erasmus programme,
CC,2022,Greece,CC-2022-ERA,2.0,CC2022GRC-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Greece.jpg,35 years of the Erasmus programme,
CC,2022,Ireland,CC-2022-ERA,2.0,CC2022IRL-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Ireland.jpg,35 years of the Erasmus programme,
CC,2022,Italy,CC-2022-ERA,2.0,CC2022ITA-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Italy.jpg,35 years of the Erasmus programme,
CC,2022,Latvia,CC-2022-ERA,2.0,CC2022LVA-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Latvia.jpg,35 years of the Erasmus programme,
CC,2022,Lithuania,CC-2022-ERA,2.0,CC2022LTU-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Lithuania.jpg,35 years of the Erasmus programme,
CC,2022,Luxembourg,CC-2022-ERA,2.0,CC2022LUX-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Luxembourg.jpg,35 years of the Erasmus programme,
CC,2022,Malta,CC-2022-ERA,2.0,CC2022MLT-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Malta.jpg,35 years of the Erasmus programme,
CC,2022,Netherlands,CC-2022-ERA,2.0,CC2022NLD-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Netherlands.jpg,35 years of the Erasmus programme,
CC,2022,Portugal,CC-2022-ERA,2.0,CC2022PRT-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Portugal.jpg,35 years of the Erasmus programme,
CC,2022,Slovakia,CC-2022-ERA,2.0,CC2022SVK-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Slovakia.jpg,35 years of the Erasmus programme,
CC,2022,Slovenia,CC-2022-ERA,2.0,CC2022SVN-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Slovenia.jpg,35 years of the Erasmus programme,
CC,2022,Spain,CC-2022-ERA,2.0,CC2022ESP-A-ERA-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/Spain.jpg,35 years of the Erasmus programme,
CC,2022,Belgium,CC-2022,2.0,CC2022BEL-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0435-23r.jpg,The healthcare sector in recognition of the exceptional commitment during the Covid-19 pandemic,2 000 000 coins
